Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (weight%),Titanium concentration (weight%),Nitrogen concentration (weight%),Aluminium concentration (weight%),Boron concentration (weight%),Niobium concentration (weight%),Tin concentration (weight%),Arsenic concentration (weight%),Antimony concentration (weight%),Heat input (kJmm-1),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Electrode positive or negative_+,Electrode positive or negative_-,Electrode positive or negative_0,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_ShMA,Type of weld_TSA,Puissance (W)
0.02002902887055479,-0.698956724822207,1.353797481915493,-0.4040493665450214,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.01557082591446892,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.30212183679095717,-0.24754807138282353,0.029203891786643895,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.8667856500519963,0.6278628697745455,-0.9556925415147332,0.35875154111307184,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.02002902887055479,-0.698956724822207,1.353797481915493,-0.4040493665450214,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.01557082591446892,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.30212183679095717,-0.24754807138282353,0.029203891786643895,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-64.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.02002902887055479,-0.698956724822207,1.353797481915493,-0.4040493665450214,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.01557082591446892,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.30212183679095717,-0.24754807138282353,0.029203891786643895,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,0.1340735965985502,0.029507775754348306,-0.38338658937025555,0.24664665370350877,-44.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.18745701467273562,-0.6100054491572902,1.4061506137801059,-0.22562670950691982,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.07599507205587142,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.3284022924884354,-0.24754807138282353,0.07142207531894362,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,1.4055445128854125,0.9778441511825853,-1.3644825073322178,0.01122639014342693,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.18745701467273562,-0.6100054491572902,1.4061506137801059,-0.22562670950691982,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.07599507205587142,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.3284022924884354,-0.24754807138282353,0.07142207531894362,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-61.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.18745701467273562,-0.6100054491572902,1.4061506137801059,-0.22562670950691982,-0.25317718248064636,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,0.07599507205587142,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.3284022924884354,-0.24754807138282353,0.07142207531894362,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,0.6620572821752981,0.5939937135092513,-0.4651445825337521,0.24664665370350877,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.19055603182696104,-1.4732716387735987,-0.4040493665450214,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4028635836312909,-0.09131216268332676,-0.06578702116103065,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-1.1481724969449805,-1.1333332560207519,1.43572875851755,0.6390137596369796,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.19055603182696104,-1.4732716387735987,-0.4040493665450214,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4028635836312909,-0.09131216268332676,-0.06578702116103065,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-45.0,100.0,,,47.0,27.0,26.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.19055603182696104,-1.4732716387735987,-0.4040493665450214,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4028635836312909,-0.09131216268332676,-0.06578702116103065,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-1.9347604366817681,-1.6639500375103606,2.069353205534651,0.9753284218656688,-55.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.10160475616204462,-1.4732716387735987,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.41600381148003013,-0.055257722214212074,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.6309639886249009,-0.7043239433270256,0.35243534910121677,0.47085642852263493,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.10160475616204462,-1.4732716387735987,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.41600381148003013,-0.055257722214212074,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-33.0,100.0,,,27.0,60.0,13.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.10554196048108085,0.10160475616204462,-1.4732716387735987,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.41600381148003013,-0.055257722214212074,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-1.0080951926082922,-1.0994640997554577,-0.3425075927885065,0.7735396245284556,-38.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.012653480497127712,-1.5256247706382116,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4072436595808707,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,0.9462474320410429,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.37235973446486104,-0.46723984946996633,0.10716136961072623,0.9977493993475818,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.012653480497127712,-1.5256247706382116,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4072436595808707,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,0.9462474320410429,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-22.0,100.0,,,26.0,61.0,13.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.012653480497127712,-1.5256247706382116,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.4072436595808707,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,0.9462474320410429,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-0.6201888113682326,-0.6252959120413392,-0.38338658937025555,0.6950662033417611,-27.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.23111294983271588,0.012653480497127712,-1.4732716387735987,-0.22562670950691982,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1450233927191252,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.33716244438759513,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,2.315152891038224,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.14484877385521852,-0.1624174430823187,-0.26074959962500993,0.47085642852263493,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.23111294983271588,0.012653480497127712,-1.4732716387735987,-0.22562670950691982,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1450233927191252,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.33716244438759513,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,2.315152891038224,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-7.0,100.0,,,19.0,67.0,14.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.23111294983271588,0.012653480497127712,-1.4732716387735987,-0.22562670950691982,-0.4576616554925603,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1450233927191252,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.33716244438759513,-0.04323957539117393,0.018649345903569006,-0.4387557065520236,0.40603646819592615,2.315152891038224,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-0.2646079618981778,-0.20757631810271096,-0.6695395654424944,0.3475410523721162,-4.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-1.4732716387735987,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.5430260140178425,-0.07929401586028856,0.2825129929804427,-0.4387557065520236,0.40603646819592615,4.874410923076432,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.4357785597852633,0.22143299459101531,-0.4651445825337521,-0.11208898600709342,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-1.4732716387735987,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.5430260140178425,-0.07929401586028856,0.2825129929804427,-0.4387557065520236,0.40603646819592615,4.874410923076432,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,13.0,100.0,,,24.0,61.0,15.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-1.4732716387735987,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.1460976015394168,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.5430260140178425,-0.07929401586028856,0.2825129929804427,-0.4387557065520236,0.40603646819592615,4.874410923076432,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,0.3819026735019217,0.30046102587670176,-0.751297558605991,0.01122639014342693,18.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.2758413810934786,-0.055257722214212074,-0.08689611292718061,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.7063902294215791,-0.8172211308780062,0.986059796118318,0.582961315932198,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.2758413810934786,-0.055257722214212074,-0.08689611292718061,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-60.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.2758413810934786,-0.055257722214212074,-0.08689611292718061,-0.4387557065520236,0.40603646819592615,-0.3333815839780613,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-1.9024349049117633,-1.505893974938988,1.43572875851755,0.9529074443837559,-80.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.10374302177164521,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.1400590266565069,-0.1153484563294032,-0.0024597458625809513,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.3077086709248511,-0.4220809744495741,-0.17899160646151333,0.35875154111307184,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.10374302177164521,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.1400590266565069,-0.1153484563294032,-0.0024597458625809513,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-42.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.10374302177164521,0.19055603182696104,-0.47856213334595527,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.1400590266565069,-0.1153484563294032,-0.0024597458625809513,-0.4387557065520236,0.40603646819592615,0.3510711455205294,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-0.6632895203949059,-0.6140061932862411,0.8429833080821978,0.582961315932198,-55.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.10160475616204462,-0.5309152652105681,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.385343279832972,-0.10333030950636496,0.029203891786643895,-0.4387557065520236,0.40603646819592615,1.1545591323232227,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.047872178545203606,-0.004361380510945875,0.35243534910121677,0.47085642852263493,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.10160475616204462,-0.5309152652105681,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.385343279832972,-0.10333030950636496,0.029203891786643895,-0.4387557065520236,0.40603646819592615,1.1545591323232227,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-38.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.10160475616204462,-0.5309152652105681,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.385343279832972,-0.10333030950636496,0.029203891786643895,-0.4387557065520236,0.40603646819592615,1.1545591323232227,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-0.1784065438448312,-0.218866036857809,-0.21987060304326161,0.47085642852263493,-41.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-0.5570918311428745,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.24956092539600036,-0.10333030950636496,0.05031298355279385,-0.4387557065520236,0.40603646819592615,2.404429334016301,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.4788792688119366,0.2665918696114076,-0.7104185620242427,0.24664665370350877,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-0.5570918311428745,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.24956092539600036,-0.10333030950636496,0.05031298355279385,-0.4387557065520236,0.40603646819592615,2.404429334016301,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-11.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.06368496403053563,0.012653480497127712,-0.5570918311428745,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.24956092539600036,-0.10333030950636496,0.05031298355279385,-0.4387557065520236,0.40603646819592615,2.404429334016301,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,0.33880196447524835,0.24401243210121143,-0.79217655518774,0.35875154111307184,-20.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.10160475616204462,-0.47856213334595527,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.10333030950636496,-0.04467792939488069,-0.4387557065520236,0.40603646819592615,5.499346023922972,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,1.1469402587253728,0.6843114635500358,-1.2418455175869727,0.12333127755299002,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.10160475616204462,-0.47856213334595527,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.10333030950636496,-0.04467792939488069,-0.4387557065520236,0.40603646819592615,5.499346023922972,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,14.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.02182796757999042,0.10160475616204462,-0.47856213334595527,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14556049712927102,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.10333030950636496,-0.04467792939488069,-0.4387557065520236,0.40603646819592615,5.499346023922972,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,1.0176381316453529,0.921395557407095,-1.3236035107504693,-0.11208898600709342,8.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,-0.1652490708327061,0.33291141055554346,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.36344290008507335,-0.09131216268332676,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,-0.3274298211128562,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.49088668428821264,-0.6027164745311431,0.16847986448334903,0.4596459397816793,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,-0.1652490708327061,0.33291141055554346,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.36344290008507335,-0.09131216268332676,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,-0.3274298211128562,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-67.0,100.0,,,23.0,7.0,70.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.0618860253211,-0.1652490708327061,0.33291141055554346,-0.22562670950691982,-0.4065405372395819,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.36344290008507335,-0.09131216268332676,-0.0341233835118058,-0.4387557065520236,0.40603646819592615,-0.3274298211128562,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-1.4714278146450301,-1.0994640997554577,1.04737829099094,0.5156983834864608,-81.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.14560001822219043,0.012653480497127712,0.43761767428476916,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.13938474997547964,0.1453038965004684,-0.4387557065520236,0.40603646819592615,0.2617947025424524,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,-0.038329239508142994,-0.09467913055173036,-0.097233613298016,0.6838557146008054,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.14560001822219043,0.012653480497127712,0.43761767428476916,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.13938474997547964,0.1453038965004684,-0.4387557065520236,0.40603646819592615,0.2617947025424524,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.0,0.0,,,,,-55.0,100.0,,,24.0,15.0,61.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.14560001822219043,0.012653480497127712,0.43761767428476916,-0.22562670950691982,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.35468274818591394,-0.13938474997547964,0.1453038965004684,-0.4387557065520236,0.40603646819592615,0.2617947025424524,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,580.0,2.0,-0.09220512579148461,-0.18499688059251482,-0.30162859620675825,0.47085642852263493,-61.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
0.02002902887055479,-0.254200346497623,0.4114411083524627,-0.13641538098786904,-0.35541941898660334,-0.31815521608147473,-0.42745181015783823,-0.5635698626080055,-0.14582904933434393,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,0.14881917855566631,-0.15140289679851784,0.008094800020493936,-0.4387557065520236,0.40603646819592615,1.03552387501912,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,250.0,14.0,0.33880196447524835,0.029507775754348306,0.0254033764472289,0.47085642852263493,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
